"id","isactive","featured","carousel","title","subtitle","carousel_text","carousel_subtext","details","pub_date","url_home","url","wowio","wevolt","drunkduck","syndicate","tags","slug","thumbnail","duration","director","producer"
"43","1","0","1","#MAKECOMICS - Filip Sablik - The Process","#MAKECOMICS - Filip Sablik - The Process","","","<p>New series #makecomics with Filip Sablik, Publisher at Top Cow Comics. He talks the ""Process"" of making a comic at Top Cow.<br /> <br /> We tell you how to #makecomics</p>","04/20/2011 09:52:35","<p><iframe src=""http://blip.tv/play/hrc7grWPdgA.html"" width=""640"" height=""392"" frameborder=""0""></iframe><embed style=""display: none;"" type=""application/x-shockwave-flash"" src=""http://a.blip.tv/api.swf#hrc7grWPdgA""></embed></p>","<p><iframe src=""http://blip.tv/play/hrc7grWPdgA.html"" width=""640"" height=""392"" frameborder=""0""></iframe><embed style=""display: none;"" type=""application/x-shockwave-flash"" src=""http://a.blip.tv/api.swf#hrc7grWPdgA""></embed></p>","0","0","0","0","comic, book, publishing, filip, sablick, makecomics, top, cow, comics, pop, galaxy, how, to, make, comics, witchblade, the darkness, artifacts, 7 days from hell, pilot season, crosshair, aphrodite 9","makecomics-filip-sablik-process","thumbs/make_fs2.png","2:30","","Pop Galaxy"
"2","1","0","0","Creator Profile: Jimmy Palmiotti","Tick-tick-tick-BOOM!","Jimmy Palmiotti","Interview","<p>Writer/ Artist and all-around good-fella, Jimmy Palmiotti gives Pop Galaxy&rsquo;s Matt West exclusive insight into his edgy, time-traveling action series for Radical Comics, &ldquo;Time Bomb!&rdquo;</p>","11/01/2010 10:00:00","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqTaAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqTaAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","1","0","0","1","wowio, radical comics, jimmy palmiotti, time bomb, jonah hex, power girl, joe quesada, pop galaxy, comics, writer, justin gray","creator-profile-jimmy-palmiotti","thumbs/Palmiotti_Final_2.jpg","3:06","",""
"3","1","0","0","Creator Profile: Ron Marz","Behind the scenes of ""Artifacts!""","Ron Marz","","<p>The man, the myth, the Marz&hellip; as in superstar writer, Ron Marz. Pop Galaxy checks in with Top Cow&rsquo;s top gun to learn the secrets of their universe-spanning event &ldquo;Artifacts!&rdquo;</p>","10/29/2010 10:00:00","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqTJwA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqTJwA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","1","0","0","1","wowio, comics, top cow, ron marz, artifacts, witchblade, darkness, angelus","creator-profile-ron-marz","thumbs/TopCow_RON_MARZ_FINAL_2.jpg","1:56","",""
"4","1","0","0","Creator Profile: Bryan Hill & Rob Levin","The secrets of ""Pandora's Box!""","Broken Trinity","Interview","<p class=""MsoNormal"">As the mystery of Top Cow&rsquo;s &ldquo;Artifacts&rdquo; continues to unravel, Pop Galaxy delves into the story that set the stage for the mega-crossover 5 years in the making.&nbsp; Co-writers Bryan Hill and Rob Levin give Pop Galaxy the word on the graphic novel collection of their landmark series, &ldquo;Broken Trinity: Pandora&rsquo;s Box!&rdquo;</p>
<p>&nbsp;</p>","11/01/2010 00:00:00","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqaAgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqaAgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","1","0","0","1","wowio, comics, top cow, broken trinity, witchblade, angelus, darkness, ","creator-profile-bryan-hill-rob-levin","thumbs/TopCow_Brian_and_Rob_FINAL_2.jpg","2:04","",""
"5","1","0","0","Artist Profile: MC Front A Lot","Hot Nerdcore Action!","MC Front-A-Lot","Nerdcore","<p>The undisputed, heavyweight champ of nerdcore hip-hop, MC Front A Lot  raps with Pop Galaxy's Matt Kirsch about making music for a dedicated,  plugged-in fanboy fanbase.</p>","10/04/2010 00:00:00","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqTCgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqTCgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","1","wowio, comics, mc front-a-lot, hip-hop, matty kirsch, rap, music, nerdcore, comedy","artist-profile-MC-Front-A-Lot","thumbs/MC_Front_A_Lot.jpg","1:37","",""
"6","1","0","0","Creator Profile: Ralph Tedesco","Girls Girls Girls","Ralph Tedesco","Interview","<p>The man behind some of the hottest women in comics, Ralph Tedesco, gives  Pop Galaxy's Matt Kirsch more than a good look at the girls-girls-girls  of Zenescope Entertainment's Grimm Fairy Tales.</p>","10/04/2010 00:00:00","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqaMwA%2Em4v"" allowfullscreen=""true"" allowscriptaccess=""always""></embed></p>
<p><img class=""BLUEKAI"" src=""http://tags.bluekai.com/site/2132"" alt="""" /></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqaMwA%2Em4v"" allowfullscreen=""true"" allowscriptaccess=""always""></embed></p>
<p><img class=""BLUEKAI"" src=""http://tags.bluekai.com/site/2132"" alt="""" /></p>","1","0","0","1","wowio, comics, ralph tedesco, zenescope entertainment, grimm fairy tales, hot girls, hot chicks, sexy","creator-profile-ralph-tedesco","thumbs/Zenescope_FINAL.jpg","2:12","",""
"7","1","0","0","Creator Profile: Eric Powell","The Goon!","Eric Powell","The Goon","<p>An indie comics legend, Eric Powell, connects with Pop Galaxy's Matty  Kirsch about the monster success of his creator owned ""Goon"" series --  and shows us what's new from his twisted imagination.</p>","10/04/2010 00:00:00","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqUBgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqUBgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","1","0","0","1","wowio, comics, the goon, billy the kid, dark horse, matty kirsch, pop galaxy","creator-profile-eric-powell","thumbs/TheGoon_FINAL.jpg","1:35","",""
"8","1","0","0","Pop Galaxy Exclusive: Cowboys and Aliens Trailer","Crucial Comics","Graphic Novel","WOWIO","<p>Check out this exclusive Cowboy and Aliens graphic novel trailer from Platinum Studios. Available for download now on WOWIO.com!</p>","11/23/2010 13:55:11","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqUPQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>
<p><img class=""BLUEKAI"" src=""http://tags.bluekai.com/site/2132"" alt="""" /></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqUPQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","1","cowboys and aliens, movie, blockbuster, platinum studios, comics, wowio, pop galaxy","pop-galaxy-exclusive-cowboys-and-aliens-trailer","thumbs/cowboysandalienslogowide.jpg","1:14","",""
"9","1","0","0","Hero By Night","A Pop Galaxy Exclusive","Hero By Night","","<p>Check out the exclusive trailer to Platinum Studios ""Hero By Night!"" Available for download on WOWIO.com!</p>","11/23/2010 14:05:58","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqUeAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqUeAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","pop galaxy, wowio, comics, platinum studios, hero by night, adventure, super heroes","hero-night","thumbs/hero-by-night-01-dj-coffman-300x225.jpg","1:41","",""
"10","1","0","0","Gun Play Trailer","A Pop Galaxy Exclusive","Crucial Comics","","<p>An exclusive motion-comics trailer for Platinum Studios' ""Gun Play."" Available for download now on WOWIO.com!</p>","11/23/2010 14:09:01","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gov1YAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""580"" height=""392"" src=""http://blip.tv/play/hrc7gov1YAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","1","pop galaxy, wowio, comics, platinum studios, gun play, cowboys and aliens, adventure, super heroes","gun-play-trailer","thumbs/Gunplay.jpg","2:16","",""
"11","1","0","0","The Making of Tron Evolution","A Pop Galaxy Exclusive","Pop Games","","<p>A look behind the scenes of the making of the new ""Tron: Evolution"" video game!</p>","11/23/2010 14:16:31","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gov5FQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""580"" height=""392"" src=""http://blip.tv/play/hrc7gov5FQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","1","tron legacy, evolutions, sega, disney, x, ps3, ","making-tron-evolution","thumbs/Tron-Evolution-Game-Poster.png","2:41","",""
"12","1","0","0","Storm and Ember","A Pop Galaxy Exclusive","Crucial Comics","","<p>Platinum Studios and WOWIO present the adventures of ""Storm and Ember!"" Read the graphic novel on WOWIO.com!</p>","11/23/2010 14:18:30","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gov5AQA%2Em4v"" allowfullscreen=""true"" allowscriptaccess=""always""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""580"" height=""392"" src=""http://blip.tv/play/hrc7gov5AQA%2Em4v"" allowfullscreen=""true"" allowscriptaccess=""always""></embed></p>","0","0","0","1","pop galaxy, wowio, comics, platinum studios, sidekicks, adventure, comedy, funny, super heroes, parody","storm-and-ember","thumbs/PopGalaxy-PopGalaxyExclusiveStormAndEmber496-303.jpg","6:07","",""
"13","1","0","0","Pop Books: Sudan","Check this Out!","","","<p>Author Art Ayris discusses the human tragedy behind his extraordinary novel, ""Sudan,"" WOWIO's December 2010 Book of The Month.</p>","12/01/2010 12:32:48","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqVIAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpqVIAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","1","wowio, book of the month, ebooks, literacy, sudan, kingstone media, art ayris, george clooney, slavery, tragedy","pop-books-sudan","thumbs/Screen_shot_2010-12-01_at_11.08.52_AM_1.png","2:49","","Wowio Books"
"14","1","0","1","SheGeek Show - Nerd News.","SheGeek Show - Nerd News.","SheGeekShow - Epi 1.","","","12/20/2010 16:56:04","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpzITQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpzITQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","1","world of warcraft, wow, activision, tron legacy, disney, blizzard, activision, ea, marvel, ubisoft, respawn, flower, xbox live, psn, xbox 360","shegeek-show-nerd-news","thumbs/Screen_shot_2010-12-20_at_2.42.13_PM.png","3:16","Matty Kirsch","Studio W/Pop Galaxy"
"15","1","0","0","The SheGeek Show","Assassin Creed: Brotherhood Review","Watch this now!","","","12/28/2010 12:20:17","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpzIHgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gpzIHgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","1","world of warcraft, wow, activision, tron legacy, disney, blizzard, activision, ea, marvel, ubisoft, respawn, flower, xbox live, psn, xbox 360, ass, ","shegeek-show-assassin-creed-brotherhood-review","thumbs/Screen_shot_2010-12-27_at_9.47.00_AM_1.png","2:30","","Pop Galaxy"
"16","1","0","0","She Geek Show - Replay Pack","Emerald City Comic Con","Emerald City Comic Con","","<p>Pop Galaxy presents the She Geek Show.<br /><br />Meet Kate, she loves video games.<br /><br />Trying to cram everything that happened at ECCC into just a few minutes proves almost impossible. <br /><br />Kate Beaton: http://harkavagrant.com<br /><br />The Uniques: http://www.uniquescomic.com/</p>","01/26/2011 11:38:18","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gp%2BOeQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gp%2BOeQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","pop galaxy popgalaxy shegeekshow she geek show comics gaming nerd entertainment comiccon eccc bsg battlestar galactica lou ferrigno leonard nimoy kate beaton uniques","she-geek-show-emerald-city-comic-con-repack","thumbs/sgrepackthumb1.jpg","5:19","","Pop Galaxy"
"17","1","0","0","She Geek Show: Replay Pack 2","Red Dead Redemption and GameCrush","She Geek Show","Replay Pack 2","<p>Pop Galaxy presents the She Geek Show. <br /><br />Meet Kate, she loves video games.<br /><br />An almost totally uninformative preview of Red Dead Redemption, and an incredulous perspective on GameCrush.com. What do you think? Would you pay to play video games with a (physiological approximation of a) GIRL?! Red Dead Redemption: http://www.rockstargames.com/reddeadredemption/ Kotaku Gamecrush article: http://kotaku.com/5499552/would-you-pay-women-to-play-xbox-games-with-you/ Gamecrush: http://gamecrush.com</p>","01/27/2011 13:32:59","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gp%2B2AgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gp%2B2AgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","","she-geek-show-replay-pack-2","thumbs/sg_2_thumb.png","4:15","","Pop Galaxy"
"18","1","0","0","She Geek Show: Jetpacks - Replay Pack","She Geek Show: Jetpacks - Replay Pack","","","<p>Re-release of the March 30, 2010 episode, New Episodes start February 1, 2011!!!<br /><br />Pop Galaxy presents the She Geek Show. <br /><br />Meet Kate, she loves video games.<br /><br />My favorite invention: the jetpack. Jetpack haters BEGONE. Contest ended Monday (4/5/2010) at 11:59pm PST! <br /><br />Martin Jetpacks: http://www.martinjetpack.com/<br /><br />--- <br />Subscribe: http://youtube.com/shegeekshow<br />Follow me on twitter: http://twitter.com/shegeekshow</p>","01/28/2011 10:52:11","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gp_RcAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gp_RcAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","gaming nerd geek entertainment pax east jetpacks rocketeer giveaway free stuff jet pack pop galaxy she show shegeekshow","she-geek-show-jetpacks-replay-pack","thumbs/sgrepackthumb1_1.jpg","4:21","","Pop Galaxy"
"19","1","0","0","She Geek Show - Replay Pack","iPad for Geeks, & Iron Man / Prince of Persia","","","<p>Re-release of the April 7, 2010 episode, New Episodes start February 1,  2011!!! Pop Galaxy presents the She Geek Show! Meet Kate. She loves  video games. The iPad isn't really FOR us. But here's why I think it  could be, down the road. Also, let's talk about movies, ya nerds.</p>","01/31/2011 11:02:36","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqCkSwA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqCkSwA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","she, geek, show, 2, replay, pack, pop, galaxy, gaming, nerd, geek, entertainment, apple, ipad, iron, man, prince, of, persia","she-geek-show-ipad-geeks-iron-man-prince-persia-re","thumbs/replay4thumb.png","4:36","","Pop Galaxy"
"20","1","0","1","She Geek Show","DC Universe Online - PSP2","DC Universe Online - PSP2","","<p>Brand new episode!<br /><br />PopGalaxy.com presents the She Geek Show.<br /><br />Meet Kate, she loves video games.<br /><br />In this pilot for PopGalaxy.com, Kate gives us her take on DC Universe Online for PC and PS3 players, and covers the PSP2 announcement!<br /><br />Follow Kate on Twitter.com/SheGeekShow <br />Like her on Facebook.com/SheGeekShow</p>","02/01/2011 09:45:56","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqDHfgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqDHfgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","she geek show kate psp2 dc universe online pop galaxy video game girl gamer video games ","she-geek-show","thumbs/sgpilotthumb.png","5:21","","Pop Galaxy"
"21","1","0","0","She Geek Show - Replay Pack 5","5 Sexiest Aliens of All Time - Replay Pack","","","<p>Re-release of the April 14, 2010 episode.</p>
<p>Pop Galaxy presents the She  Geek Show.</p>
<p>Meet Kate, she loves video games.</p>
<p>My top 5 sexiest aliens.  Who's in your list? Also, what do you think of the newly-appointed Joss  Whedon directing the Avengers movie?</p>","02/02/2011 15:11:47","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqDzZAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqDzZAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","gaming, nerd, geek, entertainment, sexy, aliens, joss, whedon, avengers, sexy, aliens, pop, galaxy, she, geek, show, the, replay, pack","she-geek-show-replay-pack-5","thumbs/replay4.jpg","4:51","","Pop Galaxy"
"22","1","0","0","She Geek Show - Episode 2","Batman Arkham City - Crysis 2 - Bulletstorm","Batman Arkham City","","<p>Pop Galaxy presents the She Geek Show.<br /><br />Meet Kate, she loves video games!<br /><br />She  Geek gives us a look back at all the games leading up to the highly  anticipated ""Batman: Arkham City"" and also gives us a peek at Crysis 2  and Bulletstorm.<br /><br />Follow Kate on Twitter.com/shegeekshow and Facebook.com/shegeekshow</p>","02/08/2011 09:53:25","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqKuFQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqKuFQA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","batman arkham city asylum bulletstorm crysis and robin kate she geek show pop galaxy wonder woman water shegeekshow popgalaxy wowio vengeance returns forever michael keaton bestjokerever mark hamill","she-geek-show-episode-2","thumbs/batmanthumbsg.jpg","6:25","","Pop Galaxy"
"23","1","0","1","She Geek Show - Episode 3","5 Most Anticipated Indie Games of 2011","5 Indie Games!","","<p>Pop Galaxy presents... The She Geek Show<br /><br />Meet Kate, she loves video games!<br /><br />She Geek tells us what 5 indie games we should be buying this year!<br /><br />Check out the STACKING REVIEW on POPGALAXY!<br /><a class=""yt-uix-redirect-link"" title=""http://popgalaxy.com/blog/2011/feb/15/pop-games-stacking/"" dir=""ltr"" rel=""nofollow"" href=""../../../../blog/2011/feb/15/pop-games-stacking/"" target=""_blank"">http://popgalaxy.com/blog/2011/feb/15...</a><br /><br />Follow Kate on Twitter.com/SheGeekShow<br />and Like her on Facebook.com/SheGeekShow</p>","02/15/2011 10:13:31","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqSgZAA%2Em4v"" allowfullscreen=""true"" allowscriptaccess=""always""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqSgZAA%2Em4v"" allowfullscreen=""true"" allowscriptaccess=""always""></embed></p>","0","0","0","0","journey she geek show kate pop galaxy stacker monaco pocketwatch games spy party chris hecker the witness johnathon blow thatgamecompany double fine","she-geek-show-episode-3","thumbs/ep3thumb.jpg","4:33","","Pop Galaxy"
"24","1","0","0","She Geek Show Episode 4","The 5 Most Anticipated Games of 2011","","","<p>Pop Galaxy presents... The She Geek Show</p>
<p><br />Meet Kate, she loves video games!</p>
<p><br />She Geek tells us what her 5 most anticipated games are this year!</p>
<p><br />Check out her MARVEL VS. CAPCOM 3 REVIEW on POPGALAXY<br /><a href=""../../../../blog/2011/feb/22/pop-games-marvel-vs-capcom-3/"" target=""_blank"">http://popgalaxy.com/blog/2011/feb/22/pop-games-marvel-vs-capcom-3/</a></p>
<p>Follow Kate on http://twitter.com/SheGeekShow<br />and Like her on http://facebook.com/SheGeekShow</p>","02/22/2011 08:48:15","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqaJSAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqaJSAA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","batman arkham city mass effect ilovebatman la noire kate pop galaxy she geek show shegeekshow portal elder scrolls skyrim rockstar games warner bros edios rocksteady studios girlgamer girl gamer andy dugan welch most anticipated for xbox playstation ps3","she-geek-show-episode-4","thumbs/shegeek4.jpg","5:14","","Pop Galaxy"
"25","1","0","1","#makecomics - Filip Sablik - Episode 1","Filip Sablik","","","<p>#makecomics</p>
<p>Do you want to make comics? This show tells you how! brought to you by Pop Galaxy and Top Cow Comics.</p>","02/23/2011 08:50:29","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqaVPgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","<p><embed type=""application/x-shockwave-flash"" width=""640"" height=""392"" src=""http://blip.tv/play/hrc7gqaVPgA%2Em4v"" allowscriptaccess=""always"" allowfullscreen=""true""></embed></p>","0","0","0","0","makecomics filip sablik top cow comics make comics how to publish marvel dc flash firefly witchblade popgalaxy","makecomics-episode-1","thumbs/makecomicsthumb_1.png","2:05","Andy Dugan","Pop Galaxy / Top Cow Productions"
